database,batch_size,nodes_inserted,relationships_inserted,node_load_ms,relationship_load_ms,total_ingestion_ms,nodes_per_second,relationships_per_second,verified_node_count,verified_relationship_count,counts_match,success,error
memgraph,1000,34489,399000,9902.11,113925.371,123881.267,3482.995,3502.293,34489,399000,True,True,
