database,workload,iteration,start_node,latency_ms,success,error,concurrency,op_type
cognodb,two_hop,4,7211,249.4186,True,,,read
cognodb,two_hop,5,7232,254.0477,True,,,read
cognodb,two_hop,6,9292,250.671,True,,,read
cognodb,two_hop,7,10094,250.0644,True,,,read
cognodb,two_hop,8,10180,248.5545,True,,,read
cognodb,two_hop,9,12020,254.0794,True,,,read
cognodb,two_hop,10,101328,255.7734,True,,,read
cognodb,two_hop,11,102194,250.0447,True,,,read
cognodb,two_hop,12,102318,251.3034,True,,,read
cognodb,two_hop,13,104122,253.507,True,,,read
cognodb,two_hop,14,104187,255.5007,True,,,read
cognodb,two_hop,15,105349,251.8944,True,,,read
cognodb,two_hop,16,106261,250.387,True,,,read
cognodb,two_hop,17,107028,250.8308,True,,,read
cognodb,two_hop,18,107093,260.4611,True,,,read
cognodb,two_hop,19,107295,278.0331,True,,,read
cognodb,two_hop,20,108250,321.2136,True,,,read
cognodb,two_hop,21,109054,248.5261,True,,,read
cognodb,two_hop,22,109073,249.0792,True,,,read
cognodb,two_hop,23,110264,246.6625,True,,,read
cognodb,two_hop,24,110376,252.3755,True,,,read
cognodb,two_hop,25,201053,249.2251,True,,,read
cognodb,two_hop,26,204096,251.7924,True,,,read
cognodb,two_hop,27,204176,247.924,True,,,read
cognodb,two_hop,28,204182,249.0209,True,,,read
cognodb,two_hop,29,205038,255.8143,True,,,read
cognodb,two_hop,30,207048,247.3765,True,,,read
cognodb,two_hop,31,207227,252.4709,True,,,read
cognodb,two_hop,32,208138,251.8491,True,,,read
cognodb,two_hop,33,208159,257.3751,True,,,read
cognodb,two_hop,34,209058,253.5931,True,,,read
cognodb,two_hop,35,209108,249.4116,True,,,read
cognodb,two_hop,36,210254,253.2123,True,,,read
cognodb,two_hop,37,302080,248.2392,True,,,read
cognodb,two_hop,38,9208245,247.4737,True,,,read
cognodb,two_hop,39,9304275,247.3637,True,,,read
cognodb,two_hop,40,9305258,248.5203,True,,,read
cognodb,two_hop,41,9306241,247.3686,True,,,read
cognodb,two_hop,42,9307320,248.5227,True,,,read
cognodb,two_hop,43,9309220,247.9868,True,,,read
cognodb,two_hop,44,9309273,250.6904,True,,,read
cognodb,two_hop,45,9309293,249.0617,True,,,read
cognodb,two_hop,46,9310213,247.226,True,,,read
cognodb,two_hop,47,9311240,288.4982,True,,,read
cognodb,two_hop,48,9401244,289.8794,True,,,read
cognodb,two_hop,49,9401326,260.3345,True,,,read
cognodb,two_hop,50,9403260,255.3458,True,,,read
cognodb,two_hop,51,9403269,246.9854,True,,,read
cognodb,two_hop,52,9407272,248.1117,True,,,read
cognodb,two_hop,53,9407278,249.7029,True,,,read
cognodb,two_hop,54,9407401,248.6289,True,,,read
cognodb,two_hop,55,9501227,2341.4096,True,,,read
cognodb,two_hop,56,9501350,247.9969,True,,,read
cognodb,two_hop,57,9501376,247.197,True,,,read
cognodb,two_hop,58,9502306,249.0888,True,,,read
cognodb,two_hop,59,9502360,248.5089,True,,,read
cognodb,two_hop,60,9503294,250.1167,True,,,read
cognodb,two_hop,61,9504347,250.5822,True,,,read
cognodb,two_hop,62,9505303,250.4517,True,,,read
cognodb,two_hop,63,9505310,248.522,True,,,read
cognodb,two_hop,64,9505324,248.8674,True,,,read
cognodb,two_hop,65,9508299,250.6824,True,,,read
cognodb,two_hop,66,9509349,248.8996,True,,,read
cognodb,two_hop,67,9603367,247.8643,True,,,read
cognodb,two_hop,68,9603420,267.7015,True,,,read
cognodb,two_hop,69,9606252,293.3004,True,,,read
cognodb,two_hop,70,9609217,297.7543,True,,,read
cognodb,two_hop,71,9609470,300.2581,True,,,read
cognodb,two_hop,72,9610393,249.2652,True,,,read
cognodb,two_hop,73,9701246,248.363,True,,,read
cognodb,two_hop,74,9702270,248.2751,True,,,read
cognodb,two_hop,75,9703209,250.1373,True,,,read
cognodb,two_hop,76,9703232,248.7301,True,,,read
cognodb,two_hop,77,9703423,248.8873,True,,,read
cognodb,two_hop,78,9705262,252.2259,True,,,read
cognodb,two_hop,79,9706541,251.8871,True,,,read
cognodb,two_hop,80,9707250,247.4247,True,,,read
cognodb,two_hop,81,9707282,249.1353,True,,,read
cognodb,two_hop,82,9707295,249.7862,True,,,read
cognodb,two_hop,83,9710376,249.0269,True,,,read
cognodb,two_hop,84,9711261,249.0123,True,,,read
cognodb,two_hop,85,9711379,248.2512,True,,,read
cognodb,two_hop,86,9803439,252.6897,True,,,read
cognodb,two_hop,87,9804298,252.0856,True,,,read
cognodb,two_hop,88,9804313,251.5571,True,,,read
cognodb,two_hop,89,9804343,253.1894,True,,,read
cognodb,two_hop,90,9805465,249.7504,True,,,read
cognodb,two_hop,91,9809529,256.1833,True,,,read
cognodb,two_hop,92,9810418,252.256,True,,,read
cognodb,two_hop,93,9811432,250.7189,True,,,read
cognodb,two_hop,94,9811469,248.1529,True,,,read
cognodb,two_hop,95,9812342,248.3731,True,,,read
cognodb,two_hop,96,9906506,251.4894,True,,,read
cognodb,two_hop,97,9907534,251.1502,True,,,read
cognodb,two_hop,98,9909234,299.7395,True,,,read
cognodb,two_hop,99,9909512,291.0134,True,,,read
cognodb,three_hop,0,2106,267.7187,True,,,read
cognodb,three_hop,1,6114,276.643,True,,,read
cognodb,three_hop,2,6217,552.8191,True,,,read
cognodb,three_hop,3,7077,351.7147,True,,,read
cognodb,three_hop,4,7211,297.3666,True,,,read
cognodb,three_hop,5,7232,280.5839,True,,,read
cognodb,three_hop,6,9292,282.1656,True,,,read
cognodb,three_hop,7,10094,248.6653,True,,,read
cognodb,three_hop,8,10180,255.9027,True,,,read
cognodb,three_hop,9,12020,320.0839,True,,,read
cognodb,three_hop,10,101328,313.3643,True,,,read
cognodb,three_hop,11,102194,254.6981,True,,,read
cognodb,three_hop,12,102318,269.3026,True,,,read
cognodb,three_hop,13,104122,325.8845,True,,,read
cognodb,three_hop,14,104187,464.1491,True,,,read
cognodb,three_hop,15,105349,268.1898,True,,,read
cognodb,three_hop,16,106261,251.0472,True,,,read
cognodb,three_hop,17,107028,285.8076,True,,,read
cognodb,three_hop,18,107093,287.4549,True,,,read
cognodb,three_hop,19,107295,272.0895,True,,,read
cognodb,three_hop,20,108250,1092.3806,True,,,read
cognodb,three_hop,21,109054,575.6694,True,,,read
cognodb,three_hop,22,109073,1007.9666,True,,,read
cognodb,three_hop,23,110264,347.9904,True,,,read
cognodb,three_hop,24,110376,351.6114,True,,,read
cognodb,three_hop,25,201053,973.1448,True,,,read
cognodb,three_hop,26,204096,1025.2171,True,,,read
cognodb,three_hop,27,204176,258.0059,True,,,read
cognodb,three_hop,28,204182,252.0256,True,,,read
cognodb,three_hop,29,205038,1194.0932,True,,,read
cognodb,three_hop,30,207048,1791.8625,True,,,read
cognodb,three_hop,31,207227,1029.6277,True,,,read
cognodb,three_hop,32,208138,652.5589,True,,,read
cognodb,three_hop,33,208159,1021.5719,True,,,read
cognodb,three_hop,34,209058,282.3335,True,,,read
cognodb,three_hop,35,209108,4115.8521,True,,,read
cognodb,three_hop,36,210254,275.2011,True,,,read
cognodb,three_hop,37,302080,282.9964,True,,,read
cognodb,three_hop,38,9208245,249.6368,True,,,read
cognodb,three_hop,39,9304275,250.7315,True,,,read
cognodb,three_hop,40,9305258,275.2058,True,,,read
cognodb,three_hop,41,9306241,299.3561,True,,,read
cognodb,three_hop,42,9307320,261.7481,True,,,read
cognodb,three_hop,43,9309220,249.0745,True,,,read
cognodb,three_hop,44,9309273,247.5747,True,,,read
cognodb,three_hop,45,9309293,248.115,True,,,read
cognodb,three_hop,46,9310213,248.7157,True,,,read
cognodb,three_hop,47,9311240,249.2449,True,,,read
cognodb,three_hop,48,9401244,247.7131,True,,,read
cognodb,three_hop,49,9401326,248.2546,True,,,read
cognodb,three_hop,50,9403260,248.941,True,,,read
cognodb,three_hop,51,9403269,246.642,True,,,read
cognodb,three_hop,52,9407272,248.3506,True,,,read
cognodb,three_hop,53,9407278,248.0899,True,,,read
cognodb,three_hop,54,9407401,247.6595,True,,,read
cognodb,three_hop,55,9501227,248.0757,True,,,read
cognodb,three_hop,56,9501350,247.0563,True,,,read
cognodb,three_hop,57,9501376,249.0953,True,,,read
cognodb,three_hop,58,9502306,248.3058,True,,,read
cognodb,three_hop,59,9502360,251.6776,True,,,read
cognodb,three_hop,60,9503294,249.6536,True,,,read
cognodb,three_hop,61,9504347,252.7666,True,,,read
cognodb,three_hop,62,9505303,249.198,True,,,read
cognodb,three_hop,63,9505310,249.8942,True,,,read
cognodb,three_hop,64,9505324,249.0244,True,,,read
cognodb,three_hop,65,9508299,250.7421,True,,,read
cognodb,three_hop,66,9509349,249.739,True,,,read
cognodb,three_hop,67,9603367,250.5642,True,,,read
cognodb,three_hop,68,9603420,265.681,True,,,read
cognodb,three_hop,69,9606252,265.4592,True,,,read
cognodb,three_hop,70,9609217,295.0299,True,,,read
cognodb,three_hop,71,9609470,252.3358,True,,,read
cognodb,three_hop,72,9610393,252.5762,True,,,read
cognodb,three_hop,73,9701246,250.5613,True,,,read
cognodb,three_hop,74,9702270,254.6781,True,,,read
cognodb,three_hop,75,9703209,255.4437,True,,,read
cognodb,three_hop,76,9703232,248.7206,True,,,read
cognodb,three_hop,77,9703423,248.4806,True,,,read
cognodb,three_hop,78,9705262,264.7321,True,,,read
cognodb,three_hop,79,9706541,259.7037,True,,,read
cognodb,three_hop,80,9707250,252.5374,True,,,read
cognodb,three_hop,81,9707282,257.8267,True,,,read
cognodb,three_hop,82,9707295,254.3005,True,,,read
cognodb,three_hop,83,9710376,249.0383,True,,,read
cognodb,three_hop,84,9711261,252.5814,True,,,read
cognodb,three_hop,85,9711379,248.0344,True,,,read
cognodb,three_hop,86,9803439,249.9281,True,,,read
cognodb,three_hop,87,9804298,255.2634,True,,,read
cognodb,three_hop,88,9804313,267.3624,True,,,read
cognodb,three_hop,89,9804343,1008.7078,True,,,read
cognodb,three_hop,90,9805465,246.9539,True,,,read
cognodb,three_hop,91,9809529,376.9339,True,,,read
cognodb,three_hop,92,9810418,248.0559,True,,,read
cognodb,three_hop,93,9811432,252.8373,True,,,read
cognodb,three_hop,94,9811469,249.9549,True,,,read
cognodb,three_hop,95,9812342,430.5837,True,,,read
cognodb,three_hop,96,9906506,339.7192,True,,,read
cognodb,three_hop,97,9907534,259.2845,True,,,read
cognodb,three_hop,98,9909234,430.5838,True,,,read
cognodb,three_hop,99,9909512,253.0554,True,,,read
cognodb,point_lookup,0,2106,248.7789,True,,,read
cognodb,point_lookup,1,6114,248.0001,True,,,read
cognodb,point_lookup,2,6217,249.5278,True,,,read
cognodb,point_lookup,3,7077,248.2118,True,,,read
cognodb,point_lookup,4,7211,275.4784,True,,,read
cognodb,point_lookup,5,7232,248.1433,True,,,read
cognodb,point_lookup,6,9292,305.069,True,,,read
cognodb,point_lookup,7,10094,248.8286,True,,,read
cognodb,point_lookup,8,10180,248.722,True,,,read
cognodb,point_lookup,9,12020,249.0496,True,,,read
cognodb,point_lookup,10,101328,251.8469,True,,,read
cognodb,point_lookup,11,102194,250.4142,True,,,read
cognodb,point_lookup,12,102318,248.3353,True,,,read
cognodb,point_lookup,13,104122,249.5707,True,,,read
cognodb,point_lookup,14,104187,249.7385,True,,,read
cognodb,point_lookup,15,105349,248.9801,True,,,read
cognodb,point_lookup,16,106261,250.2426,True,,,read
cognodb,point_lookup,17,107028,250.0628,True,,,read
cognodb,point_lookup,18,107093,250.8073,True,,,read
cognodb,point_lookup,19,107295,247.3474,True,,,read
cognodb,point_lookup,20,108250,250.3537,True,,,read
cognodb,point_lookup,21,109054,248.0276,True,,,read
cognodb,point_lookup,22,109073,248.9591,True,,,read
cognodb,point_lookup,23,110264,250.2825,True,,,read
cognodb,point_lookup,24,110376,249.7117,True,,,read
cognodb,point_lookup,25,201053,249.7199,True,,,read
cognodb,point_lookup,26,204096,250.0817,True,,,read
cognodb,point_lookup,27,204176,250.0112,True,,,read
cognodb,point_lookup,28,204182,250.6301,True,,,read
cognodb,point_lookup,29,205038,251.5676,True,,,read
cognodb,point_lookup,30,207048,260.3002,True,,,read
cognodb,point_lookup,31,207227,248.3089,True,,,read
